sequence1,sequence2,max_length,is_duplicate
1 4 4 4 4 4 4 3 3 3 -1 4 4 4 4 1 0 0 4 0 0 4 4 4 4 1 1 0 1 0 0 0 1 1 3 4 3 3 1 0 0 1 1 4 4 3 0 4 ,-1 3 3 3 3 3 4 4 2 0 -1 3 0 1 0 0 4 4 0 0 3 0 0 0 2 2 2 2 3 0 0 -1 -1 -1 1 1 0 3 4 0 2 ,48,1
-1 -1 4 4 4 4 4 2 2 4 4 4 4 3 3 3 2 3 3 3 3 3 2 0 0 -1 -1 4 4 1 0 0 0 1 1 1 3 4 4 4 0 1 1 0 3 1 1 1 1 3 0 3 1 1 1 1 1 1 0 3 4 ,3 3 3 3 3 2 4 4 2 3 3 3 3 -1 -1 4 4 0 -1 0 0 1 1 0 0 4 1 0 0 2 2 0 -1 -1 4 0 0 2 2 3 3 4 2 2 -1 -1 -1 1 3 ,61,1
1 4 4 2 4 4 3 3 3 2 2 4 4 0 0 0 -1 4 4 4 3 0 0 4 0 0 3 4 4 4 4 3 1 1 -1 0 0 4 4 3 4 4 0 0 0 1 1 1 1 0 0 0 3 4 ,3 3 4 4 4 2 2 2 3 3 3 3 2 3 3 -1 -1 0 -1 4 -1 -1 3 -1 0 0 0 1 1 4 0 0 4 0 0 0 0 0 2 2 2 3 0 2 -1 -1 1 1 0 0 ,54,1
-1 1 4 2 4 4 4 3 2 3 3 3 3 2 2 0 3 -1 -1 4 4 4 1 1 0 1 1 3 3 4 4 1 3 4 -1 0 1 4 3 4 0 3 0 1 1 1 0 0 3 3 ,-1 3 3 3 3 3 4 4 2 2 3 3 3 2 2 2 0 -1 1 4 -1 -1 3 1 0 4 4 1 1 -1 -1 3 0 0 0 1 0 2 2 3 0 0 4 2 2 -1 -1 4 0 0 4 2 2 ,53,1
-1 1 1 4 4 4 4 4 3 3 3 3 3 3 3 2 4 0 0 -1 4 4 4 4 4 1 0 0 0 1 1 0 0 4 4 1 1 3 1 1 -1 3 4 0 3 1 1 0 0 1 1 1 1 0 2 2 3 ,3 2 4 4 2 2 3 2 -1 3 1 4 4 -1 0 -1 -1 0 0 1 1 1 1 0 0 4 4 0 0 -1 2 3 0 -1 1 1 2 2 2 0 0 3 4 -1 -1 1 1 1 0 0 0 0 ,57,1
4 4 2 2 4 4 2 3 2 4 0 -1 4 4 1 1 0 1 3 3 4 4 1 3 1 -1 -1 3 0 0 0 0 0 1 1 1 1 0 0 3 4 ,3 3 3 2 4 3 2 2 2 -1 4 4 4 3 -1 0 0 4 1 4 4 4 4 4 1 -1 -1 0 0 0 0 3 3 0 1 1 3 2 2 2 2 2 3 3 4 4 1 1 0 3 0 0 ,52,1
1 4 4 4 4 4 2 4 4 3 3 3 2 2 3 3 2 2 4 4 0 0 0 -1 4 4 4 4 3 1 1 0 0 4 4 4 1 1 0 -1 3 0 0 1 4 3 3 0 0 1 0 4 1 1 3 3 2 4 ,3 3 3 3 2 2 4 4 4 4 2 2 3 3 2 2 -1 4 4 -1 -1 0 0 1 0 4 4 4 4 4 1 1 0 -1 2 -1 1 1 0 2 2 2 0 4 4 1 1 0 4 4 3 2 ,58,1
-1 1 1 4 2 4 3 3 3 3 3 3 2 3 3 -1 4 4 4 4 4 1 1 0 1 1 0 0 4 4 4 1 0 1 -1 0 3 4 4 3 3 3 0 0 4 1 1 0 3 3 ,-1 3 3 3 3 2 4 4 4 4 2 2 3 3 3 2 2 2 3 -1 0 -1 -1 1 4 4 4 4 0 0 0 3 1 1 0 4 4 4 1 0 0 0 0 -1 3 0 -1 1 0 0 2 2 2 2 2 0 0 0 0 3 4 2 1 0 0 4 4 0 2 2 2 ,71,1
-1 4 4 4 4 4 3 2 3 3 3 2 4 4 0 0 0 4 4 4 0 0 0 1 1 1 0 3 4 4 1 0 1 -1 -1 0 0 1 1 4 3 4 0 1 1 3 1 1 4 4 0 2 4 ,-1 -1 3 3 4 4 2 3 2 3 0 -1 4 4 -1 3 0 3 4 1 0 4 4 4 1 0 3 0 -1 -1 0 2 2 2 2 0 3 4 4 2 1 4 0 0 0 0 0 2 ,53,1
-1 4 4 2 3 3 3 2 2 3 3 3 2 0 0 -1 -1 4 1 0 0 0 1 1 1 0 3 4 0 1 0 0 4 3 4 0 0 0 0 0 1 1 4 0 3 2 ,3 3 3 3 3 3 2 4 4 2 2 3 3 3 3 2 3 1 1 4 -1 -1 1 1 1 3 4 4 4 0 3 2 0 0 0 2 2 0 3 0 0 4 2 2 4 1 3 4 2 ,49,1
-1 4 4 2 2 4 4 4 3 2 3 4 0 0 0 0 4 4 4 1 0 0 0 0 0 3 0 1 3 0 4 1 3 3 4 4 0 0 4 0 0 1 1 1 1 0 0 2 4 ,-1 -1 3 3 3 3 3 4 4 4 2 2 2 3 3 3 2 3 -1 0 -1 1 1 4 4 4 -1 -1 3 -1 0 0 1 1 1 0 4 4 -1 -1 3 0 0 0 -1 1 1 0 2 2 0 3 3 -1 -1 1 4 0 0 4 0 2 2 ,63,1
1 4 4 4 2 2 4 4 4 3 2 3 3 3 2 0 0 -1 4 4 4 4 4 4 1 1 3 1 1 1 0 4 4 1 -1 -1 0 0 1 3 3 3 4 1 1 0 0 0 2 2 3 4 ,-1 3 3 3 3 4 4 4 2 3 3 3 3 -1 1 4 4 4 -1 -1 0 0 -1 0 0 3 4 1 0 0 4 4 4 1 -1 0 0 2 2 3 3 0 0 1 3 2 2 0 0 3 0 0 4 4 2 2 -1 -1 -1 1 0 3 4 ,63,1
-1 -1 1 4 4 4 4 2 4 3 3 3 3 3 3 3 0 0 4 4 4 4 1 1 0 4 0 4 1 0 1 -1 -1 0 0 1 4 4 1 3 4 4 1 1 0 0 2 3 ,-1 -1 2 4 4 4 2 2 2 3 3 3 3 2 3 -1 -1 0 0 -1 -1 1 4 4 4 -1 -1 0 -1 3 0 1 1 1 3 4 4 4 -1 -1 0 -1 2 0 0 -1 -1 1 1 0 2 2 2 2 -1 1 1 1 0 0 0 4 0 2 2 ,65,1
1 4 2 2 4 4 4 4 2 2 3 3 3 3 2 0 4 4 4 4 1 0 0 1 1 1 3 4 4 4 3 1 -1 0 0 1 4 0 0 0 1 1 0 1 1 1 1 0 0 3 3 4 ,-1 3 3 3 3 2 2 4 4 2 2 3 3 3 3 3 1 1 4 0 0 0 0 1 1 1 1 3 4 1 0 0 0 0 -1 -1 3 0 1 0 0 2 3 3 0 4 -1 1 4 0 4 0 0 2 2 ,55,1
-1 1 1 4 4 4 2 4 2 3 3 3 3 3 4 4 4 4 4 4 4 1 0 0 0 4 1 0 0 4 1 0 -1 -1 3 1 1 4 3 4 0 0 1 0 0 1 1 1 1 3 0 0 2 3 4 4 ,-1 3 3 3 3 3 4 2 3 3 3 2 2 2 0 0 4 4 4 -1 0 -1 3 3 1 1 4 0 4 4 4 -1 -1 3 0 -1 3 3 0 0 -1 -1 1 1 3 2 2 2 0 0 0 -1 4 1 1 0 0 4 4 0 2 ,61,1
-1 1 4 4 4 4 3 3 3 3 2 4 3 0 -1 -1 4 4 4 4 4 4 1 1 0 0 1 1 0 0 4 4 1 3 1 -1 3 0 0 1 1 3 4 0 1 0 0 4 1 4 0 0 0 2 4 ,3 3 3 3 3 4 3 3 3 2 3 3 -1 -1 0 -1 4 0 -1 0 1 4 4 4 1 1 2 3 3 0 0 -1 1 0 2 2 2 3 4 4 2 -1 1 0 0 0 2 ,55,1
4 4 4 4 4 4 3 3 2 3 2 4 0 0 -1 4 4 4 4 1 3 0 0 1 1 3 0 4 4 4 4 1 4 3 3 0 0 1 3 1 1 1 1 3 2 2 3 ,-1 -1 2 4 4 4 4 2 3 3 3 3 2 3 -1 -1 4 0 0 0 1 1 4 0 4 4 4 4 1 1 0 0 -1 -1 2 2 3 0 1 0 0 0 0 0 0 4 2 1 1 0 0 2 2 2 ,54,1
1 1 4 4 4 2 4 4 3 3 2 3 3 3 3 2 2 4 0 4 4 1 0 3 1 4 0 0 4 4 4 0 0 3 1 1 1 4 0 0 1 3 1 1 0 2 2 4 ,-1 3 3 3 3 3 3 2 4 4 4 4 2 2 2 3 3 3 3 2 2 3 -1 -1 1 1 4 4 4 -1 -1 0 0 3 1 4 0 4 4 4 4 4 0 0 -1 3 3 1 1 2 2 2 2 3 3 4 2 2 1 1 3 4 2 ,63,1
-1 -1 1 1 4 4 4 3 3 3 3 2 3 2 0 -1 -1 4 4 4 4 4 4 4 4 4 4 0 0 1 0 0 0 4 1 1 4 -1 -1 0 3 4 1 3 4 0 0 3 1 1 3 2 2 4 ,3 3 3 3 3 3 2 4 4 2 2 2 3 3 3 3 0 -1 -1 1 -1 3 0 1 1 1 1 1 0 0 -1 -1 0 4 0 2 0 0 0 0 4 4 2 -1 1 0 3 4 4 3 2 2 2 ,54,1
1 4 4 4 4 4 4 4 3 0 -1 4 4 4 4 1 3 1 1 4 3 1 1 3 1 0 4 0 0 4 1 0 0 2 3 4 ,-1 3 3 2 3 2 2 3 -1 -1 1 4 4 -1 -1 3 -1 -1 3 0 1 1 4 0 -1 3 0 1 1 0 2 2 2 3 0 3 2 2 -1 -1 4 1 0 0 4 2 ,46,1
-1 1 1 4 4 4 4 4 2 3 3 3 3 3 2 4 0 0 4 4 4 4 4 4 4 4 1 1 0 0 0 4 1 0 4 1 0 0 4 3 3 1 1 4 3 4 4 0 0 0 4 1 3 3 3 3 ,-1 3 3 3 3 2 2 2 3 2 3 3 -1 0 4 4 4 -1 0 -1 0 4 3 4 4 1 -1 -1 0 0 3 -1 2 0 -1 0 2 2 2 2 2 0 0 4 4 2 1 1 0 0 4 0 2 2 2 ,56,1
-1 1 1 4 4 4 4 2 2 4 4 4 4 3 2 3 3 3 2 2 4 0 0 4 4 4 4 4 1 1 0 4 0 4 1 1 0 1 1 0 0 0 4 1 3 4 0 0 0 0 4 0 0 1 1 1 0 0 0 2 3 4 ,3 3 3 4 4 2 2 3 2 2 3 -1 -1 0 0 -1 -1 1 4 -1 -1 0 -1 0 0 0 1 1 4 3 4 4 4 4 1 -1 0 0 0 -1 2 2 3 3 3 1 0 2 3 0 0 4 4 2 2 4 0 0 0 0 2 ,62,1
-1 1 4 4 4 3 3 3 3 3 -1 -1 4 4 4 4 4 1 0 3 1 3 1 -1 -1 0 0 1 4 4 0 0 0 1 1 0 1 1 1 1 1 1 0 0 3 2 2 4 ,2 4 4 4 3 3 3 2 3 0 4 4 3 -1 0 0 4 4 4 4 4 1 -1 -1 3 3 0 3 0 0 0 4 -1 -1 1 1 1 0 0 0 0 2 ,48,1
1 4 2 2 4 3 3 2 3 3 3 3 4 0 0 3 4 4 4 0 4 1 0 0 0 1 1 -1 -1 0 3 1 1 1 4 0 1 1 3 1 1 1 1 1 0 0 2 4 ,-1 3 3 3 2 4 4 2 2 3 3 3 3 2 -1 0 1 4 4 4 4 0 -1 -1 0 0 0 1 1 0 0 4 4 4 4 -1 -1 3 0 0 0 0 0 2 0 0 3 3 4 2 -1 -1 4 0 0 0 0 2 2 2 2 ,61,1
-1 4 4 2 4 3 3 3 3 3 3 3 2 4 0 4 4 4 4 4 4 1 3 0 0 1 0 0 4 1 1 0 1 1 -1 -1 0 0 0 1 1 1 1 4 4 0 1 1 0 1 1 0 0 0 2 2 3 3 4 ,4 4 4 2 2 2 3 2 2 2 -1 3 4 4 4 4 4 3 0 0 3 1 1 1 0 4 4 4 1 1 0 0 -1 3 3 3 1 3 2 0 0 0 3 4 2 -1 -1 1 1 3 0 0 ,59,1
-1 1 4 2 4 4 4 3 3 2 3 3 3 3 4 3 4 4 4 4 1 3 1 1 4 0 4 1 -1 -1 0 0 1 3 0 0 1 3 1 1 1 1 0 3 2 3 4 4 ,-1 -1 3 3 3 3 2 2 4 3 3 2 -1 3 -1 1 4 4 -1 -1 0 -1 -1 3 3 1 1 0 0 4 1 -1 0 0 0 -1 2 0 0 -1 0 0 2 2 0 4 4 4 4 0 0 0 4 2 ,54,1
-1 -1 1 4 2 4 4 4 3 3 2 2 3 2 2 4 0 0 0 -1 -1 4 4 1 1 3 4 1 3 4 4 0 0 4 1 1 3 3 4 4 0 0 0 1 1 0 4 1 4 3 0 2 2 4 ,-1 -1 3 3 3 3 3 4 4 2 3 3 3 2 2 2 3 4 4 -1 -1 0 0 -1 3 0 1 1 1 0 4 4 1 0 0 -1 -1 3 1 0 0 2 2 2 2 2 2 3 3 4 -1 1 1 0 0 0 0 0 ,58,1
-1 4 4 4 2 4 3 3 2 3 3 3 3 2 4 3 0 0 4 0 1 1 4 3 4 4 1 1 0 -1 -1 0 0 4 3 0 0 3 4 0 4 0 2 2 3 4 4 ,-1 3 2 2 4 2 2 2 3 3 3 3 2 -1 -1 3 -1 -1 4 4 -1 0 -1 0 0 0 1 1 4 4 4 4 -1 -1 3 0 2 2 3 -1 0 0 2 2 0 3 0 -1 -1 1 1 4 0 0 0 4 0 2 2 2 ,60,1
-1 -1 4 4 4 4 2 4 3 3 3 3 3 3 3 2 2 0 3 -1 4 4 1 0 0 1 1 3 4 1 1 3 1 0 0 0 4 1 3 3 4 3 0 0 4 1 1 3 3 2 2 4 ,-1 3 3 4 4 2 2 3 3 3 3 2 2 3 -1 0 -1 1 4 -1 -1 0 -1 0 0 3 4 1 -1 -1 0 0 -1 2 3 -1 1 2 3 0 0 0 4 4 -1 -1 -1 4 0 3 0 0 ,52,1
-1 4 4 4 2 3 3 3 4 0 0 -1 -1 4 4 4 4 1 1 0 0 0 1 1 0 1 0 0 1 0 0 4 4 4 4 0 0 4 4 1 1 3 0 0 ,-1 3 4 4 4 2 2 2 2 3 3 -1 1 -1 3 -1 0 0 0 4 4 -1 0 0 0 -1 -1 0 -1 4 0 2 2 0 3 0 4 -1 -1 1 1 0 0 2 2 2 2 ,47,1
-1 4 4 4 4 2 4 3 2 3 3 3 3 2 4 0 0 -1 4 4 0 0 1 1 3 4 4 1 1 4 0 0 4 4 0 0 0 1 0 0 1 3 0 0 2 3 ,-1 3 3 3 3 3 2 3 2 -1 3 -1 1 1 -1 0 -1 -1 0 0 4 0 4 1 -1 0 0 -1 1 3 2 2 0 0 0 0 0 4 4 -1 -1 4 0 3 4 0 2 2 ,48,1
-1 1 1 3 4 4 0 3 4 1 1 0 4 1 0 0 4 0 0 4 -1 -1 3 3 4 1 3 4 1 3 1 4 0 4 ,-1 3 3 3 4 4 4 4 4 2 2 2 3 -1 3 -1 1 4 4 -1 -1 0 0 0 0 4 1 4 1 0 0 -1 2 2 3 3 0 -1 0 0 2 0 3 2 -1 1 1 1 3 0 0 2 2 ,53,1
-1 4 4 2 2 3 3 2 4 4 0 4 4 4 4 1 1 3 0 1 1 0 4 4 4 4 0 -1 -1 0 1 1 3 4 4 0 0 1 1 0 0 1 4 1 0 0 2 2 4 ,3 3 2 2 4 4 2 3 3 3 2 2 3 4 -1 0 0 0 4 3 4 1 0 3 -1 -1 2 3 0 0 1 0 0 2 2 2 2 2 2 3 0 3 4 2 2 -1 1 1 1 3 0 0 2 2 ,54,1
-1 -1 1 4 4 2 4 4 3 2 2 3 3 4 4 0 3 -1 -1 4 4 4 4 4 4 4 3 3 1 1 0 4 4 1 0 0 1 -1 3 1 1 1 0 4 0 4 1 0 4 4 ,-1 3 3 3 3 3 3 4 4 2 3 3 3 3 2 2 -1 -1 0 1 1 4 4 -1 -1 0 0 0 1 0 4 4 4 4 1 1 0 0 2 3 0 -1 -1 1 0 2 2 0 0 0 0 0 2 -1 -1 -1 1 1 4 0 4 2 ,62,1
-1 4 4 4 2 4 3 3 3 3 2 4 0 0 0 -1 4 4 4 4 4 4 4 4 4 3 4 1 0 0 0 4 4 3 -1 -1 0 0 1 3 3 0 0 1 0 0 1 1 1 1 1 3 2 ,-1 3 3 3 3 2 4 4 2 3 3 3 3 2 2 3 -1 0 -1 1 1 4 4 -1 -1 0 -1 0 0 1 1 1 0 4 4 4 -1 0 0 0 -1 -1 3 3 0 0 -1 1 0 2 2 0 0 0 4 4 1 1 0 0 0 0 2 ,63,1
1 1 4 4 2 4 3 3 3 2 2 3 3 3 3 2 -1 4 4 4 4 4 1 0 0 0 4 0 0 0 0 0 1 1 0 0 3 4 0 0 3 1 3 1 1 1 0 0 0 0 2 3 3 ,-1 3 3 3 3 2 4 4 2 3 3 3 3 2 2 2 -1 -1 3 -1 1 4 4 4 -1 -1 0 0 0 1 3 4 1 0 2 2 3 0 0 -1 -1 1 0 0 2 2 2 2 0 0 0 0 4 4 2 2 -1 -1 4 1 1 0 3 0 2 2 ,66,1
4 4 2 4 4 3 3 3 3 4 4 4 4 4 4 1 0 1 1 1 0 4 4 1 3 1 -1 3 0 4 4 4 0 0 0 0 4 1 1 0 2 3 ,-1 3 3 2 4 3 3 2 3 3 -1 -1 0 -1 -1 4 4 0 -1 -1 0 0 4 1 4 4 4 0 0 0 2 2 3 3 -1 -1 0 2 2 0 0 0 0 4 -1 -1 1 1 0 3 4 2 2 ,53,1
-1 1 4 4 4 4 3 3 3 3 3 2 4 0 0 -1 4 4 4 1 1 1 4 0 0 4 1 1 0 4 4 4 0 0 1 3 4 1 1 1 1 0 0 0 0 2 3 3 ,-1 3 3 3 3 3 3 4 2 2 2 3 2 3 -1 1 -1 -1 0 0 -1 3 1 1 0 4 1 -1 3 0 -1 3 0 0 1 1 3 2 0 0 0 0 0 4 2 -1 -1 1 1 1 0 3 4 2 2 2 ,56,1
-1 1 4 4 4 4 4 3 2 2 3 3 3 3 0 0 -1 -1 4 4 4 4 1 0 0 4 1 3 4 4 4 1 1 -1 0 0 1 3 0 1 1 0 4 4 0 0 2 4 4 ,-1 3 3 3 3 2 2 -1 -1 0 -1 -1 1 4 4 -1 -1 -1 0 4 3 1 1 0 0 3 -1 2 2 3 0 -1 1 0 2 0 3 0 4 -1 1 1 0 4 4 0 ,49,1
-1 -1 1 4 4 4 4 4 3 3 2 3 3 3 3 2 4 4 0 0 3 -1 -1 4 4 4 4 4 4 0 0 0 0 1 1 1 0 4 4 4 0 4 -1 -1 0 0 3 1 3 4 3 0 0 1 0 0 1 1 1 1 0 3 2 2 4 ,3 3 2 4 2 3 3 3 3 0 -1 -1 4 4 4 4 -1 -1 0 1 4 1 -1 -1 3 3 -1 3 0 0 -1 3 2 2 2 0 0 4 2 -1 -1 1 1 0 0 2 ,65,1
4 4 4 2 2 4 4 3 2 2 3 3 3 3 4 0 -1 4 4 4 4 4 1 1 0 0 1 4 0 0 0 0 4 4 4 1 0 1 1 0 0 1 3 3 3 1 1 0 0 1 1 1 4 4 ,3 3 3 3 2 4 4 4 2 3 3 3 2 3 3 -1 3 -1 1 4 4 -1 0 -1 0 1 1 1 0 1 0 3 0 1 2 2 0 0 3 0 4 2 -1 -1 1 1 1 3 2 2 ,54,1
1 1 4 4 4 4 4 3 3 2 3 3 3 2 0 3 -1 -1 4 4 4 1 3 0 1 1 0 0 4 1 1 -1 0 0 0 4 4 0 0 4 1 1 1 0 0 3 ,-1 3 3 3 3 3 3 4 4 2 2 3 3 -1 -1 4 4 4 -1 3 -1 0 0 1 0 0 4 4 4 0 0 3 2 2 3 0 0 -1 -1 1 2 0 0 0 2 -1 -1 -1 -1 1 1 3 0 0 2 2 2 ,57,1
-1 1 1 4 4 4 4 4 4 4 3 2 3 3 4 0 4 4 4 4 4 0 1 1 0 0 0 4 1 1 0 -1 -1 3 1 1 3 4 0 0 0 1 1 0 0 3 3 2 ,-1 3 3 3 2 2 4 4 3 3 3 -1 -1 1 1 4 -1 -1 0 0 -1 0 1 1 1 0 -1 0 0 -1 2 3 0 2 2 2 0 0 0 0 4 4 2 -1 -1 -1 4 1 0 0 4 4 0 ,53,1
1 1 4 4 4 4 2 4 3 2 2 3 3 3 3 4 3 0 0 4 4 1 0 3 1 3 4 4 4 1 3 1 0 4 3 4 3 0 0 1 0 0 1 1 1 1 0 2 3 ,-1 3 3 3 4 4 2 3 2 3 -1 1 -1 -1 0 -1 0 1 1 0 4 4 4 4 1 -1 0 3 2 3 -1 1 1 2 2 2 2 3 0 4 2 2 -1 1 1 1 0 0 0 3 2 2 ,52,1
1 4 2 4 4 4 3 3 3 3 2 3 3 2 2 0 0 -1 4 0 0 0 0 4 4 4 0 4 0 1 1 3 3 3 1 0 1 1 1 3 0 0 2 4 ,-1 3 3 3 3 3 4 4 4 2 3 3 3 3 2 2 -1 -1 -1 1 4 0 -1 0 0 1 1 3 4 4 1 0 3 2 0 0 1 1 3 2 0 0 0 0 4 2 -1 -1 -1 0 0 0 0 0 2 ,55,1
-1 -1 1 4 4 2 4 4 4 3 3 3 2 3 3 3 4 0 0 0 -1 4 4 4 4 4 0 3 4 4 0 0 0 4 4 1 0 -1 0 0 0 1 3 3 4 4 3 1 0 0 1 1 4 4 0 0 0 2 4 ,-1 3 3 3 3 3 2 4 4 2 3 -1 4 4 -1 3 -1 -1 3 0 0 4 1 1 0 4 4 1 -1 -1 0 0 2 3 3 0 0 1 1 0 2 0 3 4 2 -1 -1 4 1 3 0 0 3 2 ,59,1
-1 1 4 4 4 2 4 4 3 3 3 2 3 3 3 3 4 3 0 0 -1 -1 4 4 4 4 0 0 0 1 0 0 4 4 4 1 1 0 0 1 -1 -1 0 0 1 3 3 4 4 1 4 0 0 0 0 3 3 4 ,-1 -1 3 3 3 3 4 4 4 3 3 3 3 0 -1 1 4 -1 -1 0 3 1 0 0 4 4 1 -1 0 0 0 0 -1 -1 2 2 2 2 3 3 0 0 -1 -1 -1 1 4 3 0 0 2 ,58,1
4 4 2 2 3 2 3 3 3 3 2 3 4 4 4 4 1 1 0 3 1 1 0 0 4 4 1 1 0 1 1 0 1 1 1 3 4 4 0 0 0 4 1 0 ,-1 3 3 4 4 2 2 3 3 3 2 3 -1 -1 3 -1 -1 1 4 4 0 4 3 4 4 4 4 -1 0 0 0 0 -1 3 3 -1 0 2 2 0 0 3 4 2 -1 4 0 0 0 4 2 2 2 ,53,1
-1 1 1 4 4 4 4 3 3 2 3 0 0 0 4 4 4 4 4 4 4 1 3 0 0 1 1 4 0 0 0 1 0 1 -1 -1 0 1 1 4 3 0 1 1 1 1 1 1 3 ,3 3 3 2 2 3 3 2 2 3 3 -1 0 0 -1 -1 -1 3 0 1 0 4 4 4 0 3 0 -1 1 0 0 0 0 4 -1 -1 4 1 0 0 0 0 2 ,49,1
-1 4 4 2 4 4 3 3 3 2 3 3 3 3 2 4 4 0 3 -1 -1 4 4 4 4 0 1 0 3 1 0 4 3 3 4 4 0 4 0 1 0 3 4 ,-1 -1 3 3 3 4 4 4 2 3 3 3 2 -1 1 4 -1 0 -1 4 0 0 4 4 4 1 1 0 0 0 2 3 -1 1 0 2 2 2 2 0 0 0 2 -1 -1 1 0 0 4 4 0 0 2 2 2 ,55,1
-1 -1 1 4 4 3 2 3 3 3 3 3 2 0 0 3 4 4 4 4 4 4 4 3 0 1 1 0 1 3 1 -1 4 3 0 0 0 1 1 3 1 1 1 0 0 3 ,3 3 3 4 4 4 2 2 2 3 -1 1 4 -1 3 0 4 1 1 0 0 4 4 4 4 1 -1 -1 0 -1 -1 2 3 3 -1 -1 4 2 2 2 0 0 0 4 4 -1 1 1 0 0 2 2 ,52,1
4 2 4 3 3 3 3 2 3 3 3 3 3 3 2 2 0 -1 -1 4 4 4 4 1 0 0 0 1 3 0 0 4 4 0 0 0 0 4 1 3 4 0 1 1 3 1 1 1 1 0 0 2 2 4 4 ,-1 3 3 3 4 2 2 2 3 2 3 0 -1 4 4 -1 -1 0 0 0 0 1 3 4 4 1 -1 0 3 3 3 -1 -1 1 1 3 2 2 2 0 0 4 2 2 -1 -1 -1 1 1 4 3 0 0 3 2 2 2 ,57,1
-1 1 4 4 2 4 4 4 3 3 2 3 3 3 3 2 4 4 0 4 4 0 0 1 4 0 4 -1 0 4 1 3 4 4 3 1 0 4 1 0 0 3 4 ,-1 3 2 2 4 4 4 2 2 2 3 2 3 3 -1 0 -1 -1 4 4 4 -1 0 -1 3 0 1 1 1 0 4 4 4 4 1 -1 -1 0 3 -1 -1 3 1 3 2 2 2 2 3 4 4 2 -1 -1 1 4 2 2 ,58,1
1 4 4 3 2 3 3 3 3 3 2 3 0 0 -1 4 4 4 4 1 0 1 1 4 0 0 0 0 4 4 1 1 0 1 -1 3 3 1 1 1 3 4 4 3 0 0 1 1 0 1 1 1 1 3 3 2 2 4 ,3 3 3 3 4 4 4 4 2 2 3 3 3 -1 -1 1 4 4 -1 0 -1 0 0 1 0 4 4 4 4 1 1 -1 0 0 2 2 3 0 -1 1 1 3 2 2 2 0 3 -1 1 1 1 0 2 2 2 2 ,58,1
-1 4 4 4 4 4 4 4 4 4 3 3 3 2 2 3 3 4 4 3 0 -1 4 4 1 0 0 4 0 4 4 4 0 1 1 0 0 1 1 0 0 1 1 0 4 4 3 3 4 ,-1 3 3 2 4 4 3 3 3 3 2 2 2 3 -1 -1 3 0 4 1 0 4 -1 0 0 -1 -1 0 0 1 0 2 0 0 1 1 1 3 0 0 4 0 2 2 2 ,49,1
-1 4 4 4 4 4 4 4 4 3 2 2 0 3 -1 4 4 4 4 4 1 1 0 1 1 0 4 4 3 1 4 3 4 0 0 0 1 1 0 0 1 1 1 1 3 0 3 4 4 ,-1 -1 3 3 3 2 4 4 2 3 3 2 2 3 3 0 -1 1 4 -1 -1 0 -1 3 0 4 1 0 0 4 4 3 0 -1 2 3 3 0 0 4 0 2 2 0 3 3 4 -1 4 4 3 4 0 0 2 ,55,1
-1 1 1 4 2 4 4 3 3 3 3 0 -1 4 4 4 4 1 0 1 4 0 0 4 4 4 4 1 1 3 0 1 1 4 3 3 4 0 1 3 1 1 3 0 2 4 4 ,3 3 3 3 3 4 2 3 3 3 2 2 3 0 0 1 1 0 0 0 1 1 0 4 4 1 1 -1 0 0 0 -1 2 3 0 0 -1 1 0 2 2 0 3 0 -1 -1 1 0 0 0 4 4 0 2 ,54,1
-1 4 4 2 2 4 4 3 2 3 3 3 3 3 2 2 -1 4 4 4 4 0 0 1 0 4 0 0 1 0 0 1 1 1 4 4 0 0 0 1 0 1 1 1 0 0 0 0 4 ,3 3 3 3 2 4 4 4 3 3 3 3 -1 -1 4 4 4 -1 3 -1 -1 0 3 1 1 1 4 4 4 1 -1 -1 0 -1 3 1 1 3 2 2 0 0 2 -1 -1 1 1 1 3 0 4 0 2 2 ,54,1
-1 -1 4 4 4 2 4 3 2 3 3 3 3 3 4 4 3 -1 4 4 4 4 4 4 1 1 0 0 1 4 3 3 4 0 1 3 1 1 4 0 0 1 3 1 1 0 0 3 ,-1 -1 3 3 3 4 4 2 2 2 3 3 3 2 2 3 3 -1 1 4 4 4 3 -1 0 0 1 0 0 4 4 4 4 4 4 1 1 0 0 0 -1 -1 2 3 -1 1 1 0 0 2 2 2 2 2 3 0 0 4 4 3 0 0 4 0 2 2 2 ,67,1
-1 1 4 4 4 4 4 4 4 3 3 3 3 3 3 3 2 4 0 0 4 4 4 4 4 4 1 0 0 1 1 1 3 0 1 3 1 0 0 0 4 1 4 4 3 0 1 1 4 0 3 ,3 3 4 4 2 3 3 3 2 -1 -1 1 4 -1 -1 0 3 0 1 1 4 4 4 0 0 -1 2 2 3 3 0 0 -1 -1 0 2 0 0 -1 -1 1 1 3 3 4 4 0 2 2 2 ,51,1
1 4 4 4 2 4 4 3 3 3 2 4 4 0 3 -1 4 4 4 4 4 4 1 1 1 1 0 0 4 4 4 4 1 1 1 0 1 1 3 3 4 0 0 0 4 1 1 1 1 4 3 0 0 2 2 4 ,-1 3 2 4 4 4 4 4 2 2 2 2 3 3 3 3 3 -1 0 0 1 4 4 -1 -1 3 -1 4 1 1 3 4 4 1 0 0 0 0 2 3 4 0 3 0 4 4 -1 -1 1 1 1 0 2 2 2 2 ,56,1
